post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves
POST01396,2025-06-24 09:00:00,Facebook,Reel,Seasonal Campaign,Event,13,215953,179534,158923,5392.0,298,945,820
POST01397,2025-06-24 12:00:00,YouTube,Image,Event Promotion,Entertainment,8,296243,363328,210992,6103.0,196,2568,1717
POST01398,2025-06-24 15:00:00,Instagram,Reel,Community Campaign,Entertainment,12,384485,628639,346705,10032.0,553,6373,2359
POST01399,2025-06-24 18:00:00,Facebook,Image,Brand Awareness,Community,15,323986,156412,122865,2686.0,131,454,1224
POST01400,2025-06-24 21:00:00,Facebook,Video,Event Promotion,Education,0,263362,300724,230073,10591.0,223,657,4467
POST01401,2025-06-25 00:00:00,Instagram,Carousel,Product Launch,Entertainment,2,339307,242312,195828,5343.0,301,422,769
POST01402,2025-06-25 03:00:00,Instagram,Video,Event Promotion,Community,18,233423,172873,139348,11391.0,252,2319,644
POST01403,2025-06-25 06:00:00,Instagram,Reel,Product Launch,Education,7,228834,496070,422721,12766.0,707,2185,6516
POST01404,2025-06-25 09:00:00,Facebook,Video,Festival Campaign,Brand,17,142863,152736,133298,11912.0,485,1225,1925
POST01405,2025-06-25 12:00:00,Facebook,Reel,Brand Awareness,Brand,5,377752,461102,378683,35567.0,1542,1350,5085
POST01406,2025-06-25 15:00:00,YouTube,Video,Brand Awareness,Brand,19,487891,502292,317098,12367.0,191,2607,4550
POST01407,2025-06-25 18:00:00,Facebook,Reel,Seasonal Campaign,Community,5,458083,558866,398037,12569.0,167,6318,7692
POST01408,2025-06-25 21:00:00,Facebook,Reel,Community Campaign,Community,4,423075,331088,256460,8779.0,512,2429,4019
POST01409,2025-06-26 00:00:00,YouTube,Image,Special Campaign,Education,11,129478,159670,117960,5684.0,152,1282,1539
POST01410,2025-06-26 03:00:00,LinkedIn,Text,Community Campaign,Brand,8,75700,60106,36401,1530.0,79,299,174
POST01411,2025-06-26 06:00:00,Instagram,Reel,Educational Series,Promotional,8,22539,47673,36052,1824.0,82,408,881
POST01412,2025-06-26 09:00:00,Instagram,Image,Festival Campaign,Entertainment,16,128609,84262,72489,2466.0,99,756,599
POST01413,2025-06-26 12:00:00,Instagram,Video,Seasonal Campaign,Community,18,360879,549678,382840,23838.0,1055,6169,8468
POST01414,2025-06-26 15:00:00,Instagram,Image,Community Campaign,Community,16,184230,260400,204186,7045.0,101,2262,2314
POST01415,2025-06-26 18:00:00,YouTube,Reel,Product Launch,Community,21,216690,194663,149029,14735.0,451,2129,2689
POST01416,2025-06-26 21:00:00,LinkedIn,Image,Festival Campaign,Education,15,463370,200016,136403,5273.0,212,1365,1771
POST01417,2025-06-27 00:00:00,Instagram,Image,Brand Awareness,Brand,11,77824,110688,82777,2472.0,131,305,893
POST01418,2025-06-27 03:00:00,Instagram,Text,Special Campaign,Promotional,2,258344,301503,188009,4055.0,185,2024,3104
POST01419,2025-06-27 06:00:00,YouTube,Video,Special Campaign,Entertainment,13,273156,342066,253517,17615.0,398,1421,3750
POST01420,2025-06-27 09:00:00,LinkedIn,Image,Product Launch,Entertainment,16,294425,129250,107224,3821.0,226,630,869
POST01421,2025-06-27 12:00:00,Instagram,Text,Seasonal Campaign,Brand,21,428336,391717,319496,7506.0,316,2092,3321
POST01422,2025-06-27 15:00:00,YouTube,Image,Seasonal Campaign,Promotional,15,29946,26527,17913,589.0,20,58,67
POST01423,2025-06-27 18:00:00,Instagram,Reel,Festival Campaign,Education,20,144128,229009,134938,6748.0,331,1704,979
POST01424,2025-06-27 21:00:00,Instagram,Reel,Brand Awareness,Community,11,406160,595526,494274,36979.0,1484,2811,5134
POST01425,2025-06-28 00:00:00,LinkedIn,Image,Community Campaign,Community,23,96427,74184,47682,1308.0,59,600,1162
POST01426,2025-06-28 03:00:00,LinkedIn,Reel,Product Launch,Brand,1,498392,636055,361638,30073.0,1228,6371,5278
POST01427,2025-06-28 06:00:00,Instagram,Text,Product Launch,Entertainment,7,46111,52906,37341,1072.0,20,254,687
POST01428,2025-06-28 09:00:00,LinkedIn,Video,Brand Awareness,Community,11,203468,224429,181521,10738.0,399,1708,3234
POST01429,2025-06-28 12:00:00,Facebook,Reel,Product Launch,Entertainment,20,315434,257949,214864,16561.0,400,931,5281
POST01430,2025-06-28 15:00:00,LinkedIn,Image,Special Campaign,Entertainment,15,247212,159681,142718,6758.0,260,1631,2172
POST01431,2025-06-28 18:00:00,YouTube,Carousel,Community Campaign,Brand,7,185534,122408,75439,4731.0,76,549,1198
POST01432,2025-06-28 21:00:00,YouTube,Text,Community Campaign,Event,15,497388,390514,254938,7524.0,162,994,2447
POST01433,2025-06-29 00:00:00,YouTube,Video,Community Campaign,Event,9,286981,556986,425159,39696.0,2002,7621,7131
POST01434,2025-06-29 03:00:00,Facebook,Image,Brand Awareness,Event,19,31801,29409,24526,1049.0,31,235,482
POST01435,2025-06-29 06:00:00,Instagram,Video,Event Promotion,Promotional,14,411486,387883,245113,11564.0,505,870,1292
POST01436,2025-06-29 09:00:00,Instagram,Image,Event Promotion,Brand,3,174782,145080,100608,3421.0,119,1124,1364
POST01437,2025-06-29 12:00:00,Instagram,Image,Seasonal Campaign,Entertainment,14,117157,71435,49500,1005.0,27,523,607
POST01438,2025-06-29 15:00:00,Facebook,Reel,Seasonal Campaign,Community,3,265907,212306,174202,13834.0,480,1634,957
POST01439,2025-06-29 18:00:00,Instagram,Reel,Special Campaign,Promotional,10,60916,93873,59546,2767.0,140,279,625
POST01440,2025-06-29 21:00:00,Facebook,Image,Product Launch,Event,5,426281,291718,259356,18098.0,435,1976,3831
POST01441,2025-06-30 00:00:00,LinkedIn,Reel,Community Campaign,Education,3,82546,60433,44035,1867.0,58,682,761
POST01442,2025-06-30 03:00:00,Instagram,Reel,Product Launch,Promotional,8,327618,330466,214381,14427.0,290,832,2005
POST01443,2025-06-30 06:00:00,Facebook,Carousel,Brand Awareness,Promotional,8,276537,302113,196222,13212.0,364,849,2644
POST01444,2025-06-30 09:00:00,YouTube,Reel,Product Launch,Brand,2,375910,568784,316474,29707.0,1611,4133,6060
POST01445,2025-06-30 12:00:00,LinkedIn,Image,Educational Series,Community,22,56388,54510,43191,1142.0,56,360,530
POST01446,2025-06-30 15:00:00,Instagram,Image,Event Promotion,Promotional,4,96167,70962,58301,4151.0,119,722,1381
POST01447,2025-06-30 18:00:00,Facebook,Text,Product Launch,Community,14,377508,343490,192818,10759.0,178,1821,708
POST01448,2025-06-30 21:00:00,Facebook,Image,Product Launch,Brand,8,94667,82654,62410,4368.0,135,783,544
POST01449,2025-07-01 00:00:00,LinkedIn,Reel,Festival Campaign,Education,1,361987,288457,237568,21977.0,1067,2488,1409
POST01450,2025-07-01 03:00:00,Facebook,Image,Special Campaign,Entertainment,2,285853,179109,122095,7984.0,97,1345,1820
POST01451,2025-07-01 06:00:00,YouTube,Video,Product Launch,Entertainment,20,68754,80806,56682,3804.0,179,179,391
POST01452,2025-07-01 09:00:00,Facebook,Text,Educational Series,Event,11,263291,170635,115446,6123.0,269,504,2230
POST01453,2025-07-01 12:00:00,LinkedIn,Image,Event Promotion,Event,15,368401,154508,102049,4779.0,63,952,2367
POST01454,2025-07-01 15:00:00,YouTube,Reel,Festival Campaign,Education,4,248802,477465,344681,23431.0,978,5344,2605
POST01455,2025-07-01 18:00:00,Instagram,Text,Special Campaign,Entertainment,9,287238,160677,97713,3939.0,98,690,2242
POST01456,2025-07-01 21:00:00,LinkedIn,Reel,Brand Awareness,Event,14,160487,164145,115597,11988.0,226,1239,1953
POST01457,2025-07-02 00:00:00,Facebook,Carousel,Seasonal Campaign,Community,13,462062,385546,339141,9352.0,273,1792,2481
POST01458,2025-07-02 03:00:00,Facebook,Image,Brand Awareness,Promotional,13,264852,217166,121524,7474.0,151,466,2333
POST01459,2025-07-02 06:00:00,Instagram,Reel,Event Promotion,Brand,22,492282,1065530,647480,30637.0,1569,11263,3236
POST01460,2025-07-02 09:00:00,Facebook,Reel,Seasonal Campaign,Event,12,27472,47862,39351,2131.0,100,196,717
POST01461,2025-07-02 12:00:00,Instagram,Reel,Brand Awareness,Education,15,214802,174338,103943,3355.0,198,1034,2281
POST01462,2025-07-02 15:00:00,Facebook,Carousel,Special Campaign,Entertainment,7,56131,47380,30557,1318.0,48,434,730
POST01463,2025-07-02 18:00:00,Instagram,Text,Educational Series,Education,7,104943,124446,88256,5258.0,76,259,370
POST01464,2025-07-02 21:00:00,Facebook,Reel,Product Launch,Brand,16,365881,353852,311427,17742.0,503,1481,1358
POST01465,2025-07-03 00:00:00,LinkedIn,Video,Event Promotion,Brand,16,441164,486636,298904,21586.0,1121,3946,7014
POST01466,2025-07-03 03:00:00,Instagram,Reel,Seasonal Campaign,Education,2,197980,460882,402386,14250.0,425,3301,8197
POST01467,2025-07-03 06:00:00,LinkedIn,Image,Festival Campaign,Event,0,200907,165883,132952,9016.0,295,917,2663
POST01468,2025-07-03 09:00:00,YouTube,Reel,Product Launch,Event,16,271267,237088,186090,16853.0,515,2451,3598
POST01469,2025-07-03 12:00:00,LinkedIn,Text,Brand Awareness,Entertainment,23,305259,245965,197568,6397.0,139,1026,3710
POST01470,2025-07-03 15:00:00,Facebook,Video,Brand Awareness,Community,15,310105,491203,275533,13525.0,184,4099,4543
POST01471,2025-07-03 18:00:00,YouTube,Carousel,Festival Campaign,Entertainment,16,67083,93946,54922,2649.0,50,841,1146
POST01472,2025-07-03 21:00:00,Facebook,Video,Educational Series,Promotional,1,472633,469132,313002,16554.0,466,5307,1174
POST01473,2025-07-04 00:00:00,LinkedIn,Carousel,Special Campaign,Community,13,465278,566083,326000,,270,3111,6287
POST01474,2025-07-04 03:00:00,YouTube,Text,Special Campaign,Promotional,6,67182,81395,72901,4344.0,167,361,1153
POST01475,2025-07-04 06:00:00,Instagram,Carousel,Festival Campaign,Entertainment,18,147987,267597,201539,14523.0,591,1616,4628
POST01476,2025-07-04 09:00:00,Facebook,Text,Event Promotion,Community,0,284161,174894,126023,3409.0,131,594,2974
POST01477,2025-07-04 12:00:00,Facebook,Image,Festival Campaign,Community,16,417439,436083,359737,25546.0,363,2506,2989
POST01478,2025-07-04 15:00:00,Facebook,Reel,Brand Awareness,Promotional,9,81852,110532,98587,2682.0,116,277,2008
POST01479,2025-07-04 18:00:00,Facebook,Image,Educational Series,Education,5,251560,138499,122474,5100.0,149,299,2945
POST01480,2025-07-04 21:00:00,YouTube,Reel,Educational Series,Event,6,332653,492588,407652,28706.0,1547,6373,3614
POST01481,2025-07-05 00:00:00,Facebook,Image,Community Campaign,Community,5,174147,175998,120032,2404.0,87,686,2607
POST01482,2025-07-05 03:00:00,Instagram,Image,Festival Campaign,Community,4,26531,39997,22921,611.0,8,254,364
POST01483,2025-07-05 06:00:00,YouTube,Carousel,Event Promotion,Promotional,1,417882,657663,384359,14322.0,149,3325,4493
POST01484,2025-07-05 09:00:00,Instagram,Reel,Brand Awareness,Community,17,240389,245501,135124,,501,2191,2853
POST01485,2025-07-05 12:00:00,Instagram,Reel,Product Launch,Promotional,23,326167,502731,276836,27489.0,825,3824,6130
POST01486,2025-07-05 15:00:00,Instagram,Image,Special Campaign,Education,16,186308,196840,172775,8936.0,218,717,1592
POST01487,2025-07-05 18:00:00,Instagram,Text,Special Campaign,Community,23,322203,405609,354687,14300.0,462,2080,7263
POST01488,2025-07-05 21:00:00,Facebook,Image,Special Campaign,Brand,22,60023,24403,19123,898.0,12,192,78
POST01489,2025-07-06 00:00:00,Instagram,Image,Educational Series,Entertainment,6,286380,383122,308159,11382.0,336,1746,3756
POST01490,2025-07-06 03:00:00,YouTube,Carousel,Special Campaign,Education,20,218547,282369,206022,15069.0,387,976,934
POST01491,2025-07-06 06:00:00,Instagram,Carousel,Festival Campaign,Brand,18,187696,336197,212894,11723.0,586,2015,2014
POST01492,2025-07-06 09:00:00,Instagram,Reel,Community Campaign,Education,6,183890,274509,238832,10496.0,196,1725,5710
POST01493,2025-07-06 12:00:00,Instagram,Image,Event Promotion,Event,22,494678,618488,400280,10162.0,485,3503,7671
POST01494,2025-07-06 15:00:00,Instagram,Reel,Event Promotion,Education,6,181172,416240,336690,34635.0,1212,2421,6606
POST01495,2025-07-06 18:00:00,Facebook,Text,Seasonal Campaign,Education,15,217968,183013,116378,1837.0,25,1203,693
POST01496,2025-07-06 21:00:00,Facebook,Reel,Special Campaign,Event,11,387253,257073,219682,21706.0,1269,1847,3455
POST01497,2025-07-07 00:00:00,Facebook,Image,Brand Awareness,Community,14,457912,247594,192611,5737.0,267,2391,2225
POST01498,2025-07-07 03:00:00,YouTube,Reel,Educational Series,Entertainment,14,282082,533043,413078,31926.0,734,3025,7911
POST01499,2025-07-07 06:00:00,Instagram,Reel,Brand Awareness,Brand,10,146682,191021,111571,5524.0,215,1429,720
POST01500,2025-07-07 09:00:00,LinkedIn,Video,Special Campaign,Promotional,1,490746,568127,395878,34008.0,1870,1754,3642
POST01501,2025-07-07 12:00:00,YouTube,Reel,Community Campaign,Entertainment,2,44941,77107,56574,3869.0,218,891,1288
POST01502,2025-07-07 15:00:00,YouTube,Reel,Product Launch,Education,18,375211,801447,523274,19362.0,901,3131,3524
POST01503,2025-07-07 18:00:00,Instagram,Image,Special Campaign,Promotional,19,271790,284689,244360,7959.0,369,2910,4132
POST01504,2025-07-07 21:00:00,Instagram,Reel,Product Launch,Event,14,121349,234327,197580,10073.0,240,2024,1962
POST01505,2025-07-08 00:00:00,Instagram,Reel,Product Launch,Entertainment,15,472563,404539,292387,27806.0,1654,1227,1403
POST01506,2025-07-08 03:00:00,Instagram,Video,Event Promotion,Community,0,96629,133940,89607,7097.0,157,723,709
POST01507,2025-07-08 06:00:00,YouTube,Video,Educational Series,Brand,14,184097,166869,138591,11604.0,167,2018,3066
POST01508,2025-07-08 09:00:00,YouTube,Text,Special Campaign,Entertainment,11,293795,324928,201101,3489.0,205,451,4631
POST01509,2025-07-08 12:00:00,Facebook,Video,Brand Awareness,Entertainment,6,372524,539079,309986,20357.0,359,3769,3793
POST01510,2025-07-08 15:00:00,Facebook,Carousel,Brand Awareness,Community,6,234326,163059,92291,7747.0,279,832,1537
POST01511,2025-07-08 18:00:00,Facebook,Reel,Community Campaign,Promotional,10,331967,317823,179105,15626.0,522,1403,2588
POST01512,2025-07-08 21:00:00,Facebook,Video,Product Launch,Event,19,461338,599128,432037,14123.0,740,6129,3954
POST01513,2025-07-09 00:00:00,LinkedIn,Video,Educational Series,Community,10,164661,195738,125147,9120.0,272,402,1324
POST01514,2025-07-09 03:00:00,Instagram,Video,Educational Series,Event,16,321912,536623,424807,32991.0,1158,4317,6197
POST01515,2025-07-09 06:00:00,Instagram,Image,Community Campaign,Community,2,216058,349242,272011,12449.0,151,2102,4977
POST01516,2025-07-09 09:00:00,Instagram,Reel,Festival Campaign,Entertainment,15,367702,785097,580741,18666.0,380,2357,6212
POST01517,2025-07-09 12:00:00,Facebook,Video,Educational Series,Event,4,132784,131512,88572,2346.0,121,400,1627
POST01518,2025-07-09 15:00:00,LinkedIn,Carousel,Educational Series,Promotional,1,386533,268509,227604,18226.0,618,1750,5494
POST01519,2025-07-09 18:00:00,Instagram,Text,Brand Awareness,Promotional,22,413450,408143,325859,8663.0,186,2193,1153
POST01520,2025-07-09 21:00:00,LinkedIn,Reel,Community Campaign,Brand,6,354514,485805,313360,17410.0,495,1096,2069
POST01521,2025-07-10 00:00:00,Instagram,Reel,Special Campaign,Event,9,428271,651629,472816,41622.0,1009,1323,10949
POST01522,2025-07-10 03:00:00,LinkedIn,Reel,Educational Series,Brand,4,88743,114230,69074,5509.0,208,404,315
POST01523,2025-07-10 06:00:00,Instagram,Video,Educational Series,Community,14,415616,310710,206644,19370.0,243,2068,4097
POST01524,2025-07-10 09:00:00,Instagram,Reel,Brand Awareness,Education,11,226217,503176,452354,15036.0,319,1484,7566
POST01525,2025-07-10 12:00:00,YouTube,Reel,Special Campaign,Promotional,9,107009,194925,122480,9937.0,275,1836,495
POST01526,2025-07-10 15:00:00,Instagram,Text,Special Campaign,Entertainment,21,130866,105317,83664,1564.0,88,249,252
POST01527,2025-07-10 18:00:00,Instagram,Reel,Educational Series,Promotional,16,109471,150966,95628,2487.0,102,1497,1342
POST01528,2025-07-10 21:00:00,Instagram,Video,Brand Awareness,Education,19,205229,178170,156495,5110.0,179,875,873
POST01529,2025-07-11 00:00:00,Facebook,Image,Festival Campaign,Entertainment,19,240482,256374,168834,8661.0,169,988,3746
POST01530,2025-07-11 03:00:00,YouTube,Video,Event Promotion,Event,10,342742,573952,385317,28007.0,1061,3804,5231
POST01531,2025-07-11 06:00:00,Instagram,Image,Seasonal Campaign,Event,7,307159,374939,284147,11840.0,668,1665,2318
POST01532,2025-07-11 09:00:00,Facebook,Text,Brand Awareness,Promotional,14,270942,109997,83140,1419.0,54,143,557
POST01533,2025-07-11 12:00:00,Facebook,Text,Brand Awareness,Entertainment,1,230792,118761,89388,3891.0,70,925,1911
POST01534,2025-07-11 15:00:00,Instagram,Reel,Educational Series,Community,16,263414,394042,295783,9670.0,578,2201,5564
POST01535,2025-07-11 18:00:00,YouTube,Reel,Brand Awareness,Entertainment,22,479402,525108,346185,12827.0,448,1695,6506
POST01536,2025-07-11 21:00:00,Instagram,Reel,Community Campaign,Brand,5,84430,123014,86361,5698.0,148,417,421
POST01537,2025-07-12 00:00:00,Instagram,Carousel,Product Launch,Education,20,248997,227759,172573,7324.0,257,2658,2888
POST01538,2025-07-12 03:00:00,Facebook,Video,Product Launch,Event,12,331329,304017,238636,13712.0,317,1030,5280
POST01539,2025-07-12 06:00:00,Instagram,Image,Festival Campaign,Promotional,7,82306,102428,65410,3420.0,39,382,1298
POST01540,2025-07-12 09:00:00,YouTube,Carousel,Special Campaign,Entertainment,10,301560,484961,385794,11990.0,653,1166,2160
POST01541,2025-07-12 12:00:00,Facebook,Reel,Brand Awareness,Event,14,98655,102155,89196,8532.0,268,1340,2130
POST01542,2025-07-12 15:00:00,Instagram,Video,Special Campaign,Promotional,12,93180,159929,130386,8381.0,399,1526,591
POST01543,2025-07-12 18:00:00,YouTube,Text,Community Campaign,Event,17,70262,36796,21322,341.0,19,142,325
POST01544,2025-07-12 21:00:00,Instagram,Reel,Educational Series,Promotional,17,356333,578569,413210,30998.0,1290,7050,9830
POST01545,2025-07-13 00:00:00,LinkedIn,Image,Educational Series,Event,16,362096,370651,260323,11196.0,499,2214,5490
POST01546,2025-07-13 03:00:00,YouTube,Reel,Seasonal Campaign,Community,21,73662,55610,37135,2997.0,171,696,667
POST01547,2025-07-13 06:00:00,Facebook,Image,Event Promotion,Brand,12,218482,135834,98066,5917.0,211,891,2141
POST01548,2025-07-13 09:00:00,YouTube,Image,Festival Campaign,Education,2,72191,45203,31817,2185.0,56,189,566
POST01549,2025-07-13 12:00:00,Instagram,Reel,Community Campaign,Event,20,227037,365908,202039,20985.0,1176,650,850
POST01550,2025-07-13 15:00:00,Facebook,Image,Special Campaign,Education,23,163285,156020,98728,4707.0,63,1015,1058
POST01551,2025-07-13 18:00:00,LinkedIn,Reel,Community Campaign,Event,6,200059,116052,72512,5061.0,104,646,898
POST01552,2025-07-13 21:00:00,Facebook,Image,Seasonal Campaign,Entertainment,11,365320,168752,113441,2179.0,58,999,1703
POST01553,2025-07-14 00:00:00,Facebook,Image,Seasonal Campaign,Brand,3,210855,233922,142940,9250.0,454,1722,1150
POST01554,2025-07-14 03:00:00,LinkedIn,Reel,Educational Series,Community,23,81353,80904,46417,1310.0,72,126,1039
POST01555,2025-07-14 06:00:00,Instagram,Video,Special Campaign,Brand,10,383688,532041,329234,22898.0,746,4691,2644
POST01556,2025-07-14 09:00:00,Instagram,Carousel,Event Promotion,Education,13,166874,303739,257863,7016.0,170,2073,4504
POST01557,2025-07-14 12:00:00,Facebook,Image,Educational Series,Entertainment,17,232730,154618,128172,4285.0,118,416,2856
POST01558,2025-07-14 15:00:00,YouTube,Reel,Event Promotion,Promotional,6,211718,422958,298072,11012.0,471,3709,5699
POST01559,2025-07-14 18:00:00,Facebook,Video,Product Launch,Brand,4,325815,518761,444700,15071.0,269,4762,2664
POST01560,2025-07-14 21:00:00,LinkedIn,Text,Community Campaign,Community,15,240709,107119,67638,1241.0,46,656,1618
POST01561,2025-07-15 00:00:00,Instagram,Reel,Seasonal Campaign,Entertainment,10,480161,759566,573072,29109.0,1147,6541,2878
POST01562,2025-07-15 03:00:00,Instagram,Reel,Product Launch,Entertainment,21,325532,525277,315178,18609.0,844,5226,2332
POST01563,2025-07-15 06:00:00,Facebook,Reel,Special Campaign,Education,2,185672,296781,249797,15544.0,624,2948,1514
POST01564,2025-07-15 09:00:00,Instagram,Image,Educational Series,Community,15,366088,317845,189341,7903.0,117,1330,3346
POST01565,2025-07-15 12:00:00,Facebook,Reel,Festival Campaign,Entertainment,10,80690,122544,68765,4596.0,204,610,1427
POST01566,2025-07-15 15:00:00,YouTube,Image,Brand Awareness,Entertainment,9,418952,610118,393956,25381.0,281,1509,3244
POST01567,2025-07-15 18:00:00,Facebook,Carousel,Festival Campaign,Promotional,22,483745,612720,530203,32238.0,951,5340,13013
POST01568,2025-07-15 21:00:00,Instagram,Image,Festival Campaign,Education,22,194943,296678,176615,3343.0,103,1442,1070
POST01569,2025-07-16 00:00:00,Facebook,Image,Brand Awareness,Education,1,329309,322316,214576,5866.0,92,2835,2134
POST01570,2025-07-16 03:00:00,YouTube,Image,Community Campaign,Community,15,207858,288905,190892,7033.0,73,1264,2631
POST01571,2025-07-16 06:00:00,YouTube,Image,Product Launch,Entertainment,16,313391,206274,171326,11864.0,160,1153,3562
POST01572,2025-07-16 09:00:00,Instagram,Reel,Product Launch,Promotional,9,139645,264108,184224,5911.0,191,989,2078
POST01573,2025-07-16 12:00:00,Facebook,Reel,Community Campaign,Event,17,48821,70365,53762,4375.0,96,682,374
POST01574,2025-07-16 15:00:00,LinkedIn,Video,Brand Awareness,Brand,11,416429,375458,259641,6850.0,92,4057,3434
POST01575,2025-07-16 18:00:00,Instagram,Reel,Event Promotion,Education,7,128659,116358,86455,4692.0,107,587,1165
POST01576,2025-07-16 21:00:00,Instagram,Carousel,Festival Campaign,Promotional,2,180567,255372,146035,10152.0,369,324,490
POST01577,2025-07-17 00:00:00,Instagram,Text,Educational Series,Community,19,353888,175773,119685,3647.0,171,986,414
POST01578,2025-07-17 03:00:00,Facebook,Reel,Product Launch,Promotional,23,422860,436565,370768,22083.0,675,1160,3376
POST01579,2025-07-17 06:00:00,Facebook,Image,Community Campaign,Entertainment,2,419669,303787,240560,16090.0,654,1584,4644
POST01580,2025-07-17 09:00:00,YouTube,Image,Educational Series,Brand,5,137441,203953,182260,3931.0,156,1634,2014
POST01581,2025-07-17 12:00:00,Instagram,Video,Seasonal Campaign,Education,1,227701,262246,216555,13424.0,735,1823,1655
POST01582,2025-07-17 15:00:00,Instagram,Text,Brand Awareness,Event,2,394189,468457,331680,10441.0,198,1340,1819
POST01583,2025-07-17 18:00:00,YouTube,Carousel,Educational Series,Entertainment,16,293407,187461,147475,12051.0,407,1918,1352
POST01584,2025-07-17 21:00:00,YouTube,Reel,Special Campaign,Education,8,76480,112621,92526,8133.0,338,711,1257
POST01585,2025-07-18 00:00:00,LinkedIn,Carousel,Educational Series,Community,3,409070,356226,229548,6585.0,236,1046,1160
POST01586,2025-07-18 03:00:00,Instagram,Image,Special Campaign,Education,21,216913,264427,150989,10279.0,334,957,502
POST01587,2025-07-18 06:00:00,Facebook,Image,Festival Campaign,Promotional,22,445237,472442,326951,9614.0,564,1092,1896
POST01588,2025-07-18 09:00:00,YouTube,Reel,Brand Awareness,Brand,1,400199,722179,433766,14147.0,807,6188,8343
POST01589,2025-07-18 12:00:00,YouTube,Reel,Educational Series,Event,23,169030,304801,197216,13458.0,546,2879,2614
POST01590,2025-07-18 15:00:00,Facebook,Video,Product Launch,Brand,8,217480,218975,193003,14868.0,475,507,2469
POST01591,2025-07-18 18:00:00,Facebook,Image,Brand Awareness,Promotional,13,323272,321413,272069,15417.0,736,2701,934
POST01592,2025-07-18 21:00:00,LinkedIn,Reel,Product Launch,Event,10,107498,110827,83936,5678.0,202,642,1564
POST01593,2025-07-19 00:00:00,Instagram,Image,Community Campaign,Event,1,324707,198820,137273,6123.0,366,1301,1021
POST01594,2025-07-19 03:00:00,Instagram,Video,Community Campaign,Entertainment,20,37414,74897,48122,4514.0,199,645,240
POST01595,2025-07-19 06:00:00,Facebook,Carousel,Seasonal Campaign,Event,1,404596,531519,398644,28979.0,388,2348,8580
POST01596,2025-07-19 09:00:00,YouTube,Reel,Event Promotion,Education,4,357606,420800,309963,24950.0,750,1777,4241
POST01597,2025-07-19 12:00:00,Instagram,Reel,Community Campaign,Brand,6,264867,584213,480966,19828.0,922,7967,9367
POST01598,2025-07-19 15:00:00,Instagram,Reel,Educational Series,Community,21,206955,406139,355293,31955.0,1665,5362,7490
POST01599,2025-07-19 18:00:00,Instagram,Text,Brand Awareness,Community,3,387353,314035,208873,10180.0,515,2018,5059
POST01600,2025-07-19 21:00:00,LinkedIn,Image,Community Campaign,Brand,13,57210,34250,21310,1525.0,89,146,356
POST01601,2025-07-20 00:00:00,Instagram,Image,Product Launch,Entertainment,1,166362,265040,183137,4611.0,158,1307,824
POST01602,2025-07-20 03:00:00,Instagram,Image,Educational Series,Event,22,412912,540764,380232,21530.0,366,2215,5805
POST01603,2025-07-20 06:00:00,Instagram,Image,Community Campaign,Promotional,11,285811,271267,152982,10841.0,461,1168,2173
POST01604,2025-07-20 09:00:00,Instagram,Video,Special Campaign,Education,9,147710,242902,206853,11854.0,160,2582,882
POST01605,2025-07-20 12:00:00,Instagram,Image,Special Campaign,Entertainment,0,37660,43581,39155,2255.0,132,443,381
POST01606,2025-07-20 15:00:00,YouTube,Reel,Festival Campaign,Event,18,354233,518984,453136,46255.0,2216,2580,5468
POST01607,2025-07-20 18:00:00,Instagram,Reel,Product Launch,Community,22,364606,651089,554228,38077.0,2250,5238,3625
POST01608,2025-07-20 21:00:00,Facebook,Image,Seasonal Campaign,Promotional,15,470914,395792,355187,19801.0,571,2555,1134
POST01609,2025-07-21 00:00:00,Instagram,Text,Seasonal Campaign,Event,14,418024,434457,376992,5995.0,64,2359,7409
POST01610,2025-07-21 03:00:00,YouTube,Reel,Seasonal Campaign,Entertainment,13,114148,229759,181722,12090.0,436,2136,3949
POST01611,2025-07-21 06:00:00,LinkedIn,Video,Product Launch,Promotional,8,191571,274623,167070,7086.0,113,2490,1343
POST01612,2025-07-21 09:00:00,Facebook,Video,Seasonal Campaign,Promotional,20,441231,576260,348477,11656.0,512,5654,1074
POST01613,2025-07-21 12:00:00,YouTube,Reel,Event Promotion,Promotional,22,53351,108931,61771,5020.0,175,326,1394
POST01614,2025-07-21 15:00:00,Instagram,Reel,Festival Campaign,Promotional,14,462878,980894,680878,19778.0,942,9970,4049
POST01615,2025-07-21 18:00:00,Instagram,Reel,Event Promotion,Event,6,403503,500447,416916,40265.0,988,4459,4949
POST01616,2025-07-21 21:00:00,Facebook,Carousel,Special Campaign,Promotional,3,94674,128197,92507,4960.0,255,721,1022
POST01617,2025-07-22 00:00:00,LinkedIn,Reel,Community Campaign,Event,20,257071,152607,103499,7924.0,337,467,684
POST01618,2025-07-22 03:00:00,Facebook,Image,Festival Campaign,Promotional,17,56241,37807,22239,704.0,41,56,359
POST01619,2025-07-22 06:00:00,YouTube,Image,Product Launch,Promotional,7,414414,467685,265698,7396.0,139,3517,6166
POST01620,2025-07-22 09:00:00,Facebook,Carousel,Event Promotion,Entertainment,11,375127,364036,251080,9128.0,114,2728,3590
POST01621,2025-07-22 12:00:00,YouTube,Reel,Educational Series,Event,14,384443,573069,335230,14789.0,777,3434,8180
